Credit Card Number,Transaction Value,Transaction Location,Establishment Type,Transaction Time,Day of the Week,Expense Category,Cardholder Age,Cardholder Gender,Payment History,Card Limit,Current Balance,Previous Transactions,Supplementary Cards,Avg Previous Transaction Value,Foreign Transactions,Credit Utilization,Previous Suspicious Transactions,Time Since Last Transaction (days),Class (Fraud)
4086660351687380,205.92,Seattle,Hotel,18:44,Sunday,Shopping,62,Male,Poor,1784,12839.55,13,4,330.21,8,0.29,0,29,0
8511702221529730,2546.81,Houston,Pharmacy,00:42,Saturday,Utilities,35,Non-binary,Good,3085,6239.33,11,0,364.34,6,0.61,0,15,0
7654871069308249,2327.31,Boston,Electronics Store,16:08,Sunday,Utilities,46,Non-binary,Average,7652,1137.21,42,1,382.4,9,0.63,4,28,0
2035135519474721,4678.66,Boston,Gas Station,07:42,Tuesday,Utilities,77,Female,Good,10944,7270.62,9,2,377.01,8,0.41,3,12,0
4074785605116752,1566.46,San Francisco,Pharmacy,22:38,Monday,Entertainment,73,Non-binary,Poor,19149,12622.59,24,1,403.92,7,0.26,2,2,0
7495544984108188,236.62,Las Vegas,Online Retailer,17:12,Monday,Shopping,57,Male,Good,9572,2866.7,6,4,480.7,7,0.71,0,15,0
8728687745243300,2500.28,Los Angeles,Gas Station,13:50,Sunday,Entertainment,47,Male,Good,17242,1065.28,17,3,322.92,9,0.12,0,15,0
3678410973067945,1322.01,Boston,Gas Station,00:49,Sunday,Travel,19,Male,Poor,5815,4731.07,43,2,344.24,2,0.22,2,14,0
0275977309687403,3589.92,Las Vegas,Restaurant,11:53,Tuesday,Shopping,54,Non-binary,Poor,18303,8771.34,27,1,492.89,2,0.3,3,16,1
5937103787936886,168.32,Las Vegas,Cinema,03:30,Wednesday,Shopping,59,Female,Poor,16198,2751.13,21,2,485.23,2,0.81,0,25,0
3956221009722357,1183.96,Chicago,Clothing Store,02:06,Thursday,Utilities,33,Non-binary,Good,12357,12572.8,26,3,295.92,4,0.39,1,6,0
4903083815544906,1234.84,Houston,Gym,16:43,Thursday,Entertainment,67,Male,Poor,9496,13509.75,30,0,124.88,1,0.7,1,6,0
0205492868567834,3621.59,Chicago,Hotel,11:09,Wednesday,Utilities,51,Non-binary,Average,6917,12634.69,38,4,264.53,7,0.39,3,5,0
9717260546664319,4693.67,Las Vegas,Gas Station,23:03,Friday,Shopping,46,Male,Good,10145,8354.96,25,2,167.03,6,0.42,2,10,0
2899098429808799,916.94,New York,Gas Station,04:56,Thursday,Health,57,Male,Good,4252,3756.51,6,1,154.38,3,0.98,4,25,0
2534388236619938,2159.83,Seattle,Gym,04:12,Saturday,Utilities,74,Male,Poor,5116,8813.45,2,3,247.97,1,0.55,4,25,0
9092261365132081,4680.45,Denver,Gas Station,13:38,Wednesday,Health,79,Male,Poor,7245,10845.64,48,0,46.09,3,0.31,4,2,1
3859512540795067,4660.97,Los Angeles,Gas Station,05:08,Friday,Travel,57,Non-binary,Poor,11239,1307.6,45,1,482.9,3,0.1,0,23,0
9295906391990412,1603.92,New York,Cinema,00:46,Sunday,Entertainment,58,Female,Poor,5708,11230.04,12,0,5.52,7,0.53,1,16,0
5198792925877553,1562.52,Chicago,Online Retailer,08:15,Saturday,Utilities,39,Male,Good,19016,14737.24,21,2,122.96,4,0.91,1,8,0
9090770590108027,2832.17,Seattle,Pharmacy,16:15,Saturday,Utilities,30,Male,Average,5453,3.76,37,2,59.46,2,0.04,3,13,0
8591544530346739,4654.39,Los Angeles,Pharmacy,00:44,Wednesday,Shopping,40,Male,Poor,13930,3114.3,36,2,461.05,2,0.38,3,12,0
0740299485019416,104.43,New York,Cinema,16:24,Sunday,Entertainment,31,Non-binary,Poor,7524,11611.35,47,3,432.85,9,0.16,1,27,0
6407517765814329,1071.56,Houston,Restaurant,02:01,Friday,Entertainment,35,Male,Poor,8639,7215.38,2,1,43.21,7,0.78,1,8,0
8732971731597031,3869.06,Seattle,Restaurant,06:25,Thursday,Health,63,Male,Good,4416,7798.46,47,4,230.58,4,0.25,3,8,0
6873710451653864,497.44,Boston,Gym,13:06,Wednesday,Shopping,78,Male,Average,9586,11227.87,44,3,376.77,1,0.21,1,21,0
3355542697444343,458.54,Los Angeles,Supermarket,12:30,Thursday,Health,19,Female,Average,3742,4259.12,14,3,171.22,5,0.59,4,10,0
2044788038287680,671.15,New York,Electronics Store,23:17,Thursday,Health,23,Male,Average,15755,5897.3,33,1,380.63,7,0.13,0,2,0
4286825281541313,3207.08,New York,Gym,02:49,Monday,Shopping,55,Female,Good,19555,13319.95,29,2,11.1,4,0.04,4,29,0
6169994436108935,4133.42,Chicago,Supermarket,12:04,Saturday,Food,31,Male,Good,1238,684.73,33,1,219.8,0,0.62,1,12,0
5718197650709901,1125.62,Chicago,Gym,06:59,Saturday,Entertainment,67,Male,Poor,4186,1645.33,30,0,274.58,0,0.97,0,28,0
3771380311506580,3126.64,San Francisco,Gym,09:58,Saturday,Food,48,Male,Good,4139,7238.28,31,4,73.2,6,0.45,2,13,0
8388221889491713,4344.75,New York,Cinema,06:31,Wednesday,Food,63,Female,Good,8368,12028.26,14,1,286.34,0,0.08,1,2,0
0059784729665982,2237.64,Miami,Clothing Store,22:07,Saturday,Entertainment,50,Male,Good,4467,11788.4,40,0,79.98,9,0.09,1,3,0
7373024583764253,3616.53,Las Vegas,Electronics Store,00:24,Monday,Shopping,35,Non-binary,Good,17957,12895.81,6,1,444.0,2,0.57,2,21,0
4029853000823040,2487.94,New York,Restaurant,05:23,Wednesday,Travel,22,Male,Average,7918,8356.05,26,0,384.59,8,0.27,1,9,0
8800491313855697,2799.57,Los Angeles,Hotel,00:20,Monday,Health,62,Non-binary,Good,16081,1995.21,34,3,135.2,9,0.14,1,2,0
3894223276782653,1907.34,Chicago,Electronics Store,10:19,Wednesday,Utilities,78,Female,Good,1425,8171.25,42,1,217.73,3,0.41,1,22,0
5016339653683819,742.5,San Francisco,Cinema,11:26,Wednesday,Health,40,Male,Poor,17101,6399.27,35,2,97.84,9,0.1,0,7,0
5061468385820966,2412.72,Denver,Gym,03:24,Monday,Food,38,Non-binary,Average,13864,4285.66,16,3,36.34,9,0.78,1,21,0
3328555078760631,1109.0,Chicago,Online Retailer,19:22,Tuesday,Utilities,44,Male,Good,4447,12495.79,45,1,132.0,2,0.85,2,26,0
3168510561187724,1173.74,Chicago,Pharmacy,01:29,Tuesday,Health,64,Female,Poor,6111,2016.7,1,2,64.54,3,0.24,1,7,0
0847342778637002,3582.95,Miami,Gym,02:23,Friday,Shopping,76,Male,Good,16725,1646.35,42,3,376.05,6,0.27,0,26,0
1876174110823790,2305.55,Las Vegas,Supermarket,06:46,Wednesday,Utilities,24,Male,Poor,8597,7345.03,7,2,411.73,7,0.03,3,24,0
3945014878161292,4101.33,Miami,Pharmacy,21:44,Tuesday,Food,24,Non-binary,Average,11796,11102.11,18,3,204.88,8,0.51,2,24,0
8070918291889800,2022.93,Boston,Hotel,16:19,Monday,Utilities,74,Male,Good,11180,3875.28,43,2,323.62,8,0.85,3,3,0
2220929592354499,4278.08,Houston,Hotel,12:51,Friday,Shopping,30,Female,Average,19947,12766.94,28,2,130.45,1,0.5,0,27,0
5872466569565004,1873.92,Las Vegas,Cinema,22:20,Thursday,Food,61,Female,Poor,7608,6342.98,48,2,297.24,3,0.31,1,27,0
0780248991045419,3111.14,Seattle,Supermarket,11:16,Monday,Utilities,76,Male,Average,14017,2400.03,23,0,255.79,0,0.65,3,4,1
4589705005878028,1361.18,Houston,Gas Station,04:17,Tuesday,Travel,40,Male,Good,15076,1443.27,2,1,69.17,7,0.93,2,23,0
2754594243703652,2061.7,Miami,Supermarket,16:30,Tuesday,Entertainment,46,Female,Good,11117,14985.69,7,0,227.32,6,0.6,1,7,1
4799393271168496,1317.02,Denver,Clothing Store,05:37,Friday,Entertainment,75,Male,Poor,3510,4775.54,31,4,208.26,2,0.09,4,6,1
3640235590822443,4062.38,Miami,Cinema,02:21,Monday,Health,42,Female,Poor,17618,13816.48,36,4,191.64,5,0.02,2,18,0
1569010195963774,4426.01,San Francisco,Electronics Store,10:23,Monday,Health,49,Female,Poor,11711,3350.55,32,3,298.08,3,0.4,0,7,0
4749056602950635,355.72,New York,Clothing Store,01:35,Tuesday,Travel,66,Male,Good,8037,11723.24,7,4,222.51,3,0.29,2,22,0
6554607984802661,2482.69,San Francisco,Pharmacy,11:13,Tuesday,Food,71,Non-binary,Good,11953,8209.37,22,1,150.03,5,0.86,4,19,0
7054041196336668,1452.95,Denver,Pharmacy,00:08,Monday,Entertainment,64,Non-binary,Poor,6457,8607.13,49,2,51.85,9,0.57,3,17,0
7325541379792827,3910.3,Las Vegas,Online Retailer,17:40,Wednesday,Health,58,Non-binary,Average,9634,5971.86,19,0,373.16,6,0.63,2,6,0
1583707572912508,4704.78,Chicago,Restaurant,20:01,Thursday,Entertainment,62,Female,Average,18484,9476.43,45,3,280.26,8,0.89,0,11,0
0105062493152405,194.1,Seattle,Gas Station,14:32,Thursday,Shopping,38,Non-binary,Average,15215,14072.69,11,3,281.18,2,0.1,2,1,0
0235178677496781,4280.24,Los Angeles,Clothing Store,01:17,Thursday,Shopping,19,Male,Average,19239,10409.8,38,1,226.98,2,0.53,3,1,0
7194846295554214,1672.8,Los Angeles,Gym,14:25,Thursday,Entertainment,61,Non-binary,Good,7885,2511.82,20,4,67.08,9,0.21,2,16,0
5949086096943154,2572.14,Las Vegas,Clothing Store,01:37,Saturday,Travel,57,Female,Poor,6065,10374.84,38,4,373.49,3,0.21,3,13,0
6203612551916758,2191.62,Houston,Cinema,03:18,Friday,Entertainment,30,Female,Good,9459,12743.76,20,2,248.62,8,0.67,3,22,0
1033579096880178,2511.77,Boston,Clothing Store,09:07,Thursday,Travel,64,Female,Average,17787,12481.55,7,1,14.45,8,0.14,4,3,0
7490227948078368,1644.91,Las Vegas,Gas Station,13:58,Thursday,Health,60,Female,Good,12163,13595.81,42,0,367.51,7,1.0,3,4,1
2543163260007619,3545.98,Seattle,Electronics Store,00:50,Sunday,Entertainment,71,Non-binary,Good,19039,7569.05,46,3,445.06,3,0.78,1,26,0
9282658708625406,2749.04,Seattle,Clothing Store,20:45,Sunday,Shopping,43,Male,Good,1288,14731.01,28,3,58.44,7,0.78,0,17,0
8807924090326891,4994.84,Chicago,Restaurant,03:17,Wednesday,Travel,46,Male,Average,19628,5949.44,34,4,426.09,2,0.95,0,6,0
9487853061583660,1873.92,Los Angeles,Supermarket,03:51,Saturday,Health,72,Male,Good,18469,11296.23,0,1,414.82,8,0.22,1,15,0
1517018322069100,2648.32,New York,Restaurant,10:48,Friday,Utilities,35,Non-binary,Good,10082,8804.47,40,2,321.15,8,0.22,0,12,0
5496631282531604,4942.33,Denver,Cinema,23:29,Friday,Travel,32,Male,Poor,12181,3382.56,42,3,307.71,4,0.76,4,25,0
1459597146958562,342.77,Miami,Pharmacy,23:23,Monday,Entertainment,35,Male,Average,9219,7530.76,17,1,189.99,5,0.93,1,20,0
2162345402104044,2522.51,Chicago,Clothing Store,08:06,Saturday,Shopping,66,Male,Good,5550,9293.44,4,1,420.55,8,0.21,4,1,0
0158545842977452,1306.8,Boston,Electronics Store,11:23,Thursday,Travel,51,Male,Good,16693,2966.93,7,0,328.76,2,0.48,3,14,0
2466100818892643,2154.26,Denver,Online Retailer,07:23,Friday,Entertainment,65,Female,Average,11192,14963.71,10,4,478.91,2,0.86,1,3,0
9192302514646749,4704.37,Seattle,Supermarket,00:06,Tuesday,Travel,50,Male,Average,12590,9710.28,26,3,378.87,6,0.01,2,8,0
6132072470220680,2157.62,Houston,Hotel,20:11,Thursday,Health,39,Female,Average,18293,13256.82,18,2,144.27,2,0.84,4,16,0
1143909884362810,433.14,Denver,Cinema,01:51,Saturday,Travel,49,Female,Poor,1380,11134.65,32,2,457.0,0,0.12,3,13,0
5141028074856644,4681.74,Denver,Supermarket,18:36,Sunday,Travel,38,Non-binary,Good,16704,13151.81,45,0,284.03,7,0.88,2,3,0
5467334126247327,4459.2,Los Angeles,Clothing Store,23:29,Sunday,Utilities,66,Non-binary,Good,2413,13974.5,19,0,78.42,4,0.2,2,12,1
7287055632498651,3593.99,Las Vegas,Gym,04:12,Wednesday,Health,68,Male,Good,4252,4052.73,17,2,489.99,2,0.07,4,19,0
3619897886897601,4786.63,Miami,Online Retailer,13:24,Wednesday,Travel,34,Male,Good,17986,7203.43,24,0,201.62,7,0.42,1,2,1
8209061637828067,3947.27,Miami,Hotel,04:34,Tuesday,Utilities,54,Non-binary,Good,7318,7306.92,7,2,243.36,1,0.8,2,25,0
7206057554190035,4443.97,New York,Pharmacy,05:22,Wednesday,Health,44,Male,Good,1184,2864.83,7,3,215.91,8,0.85,4,27,1
9562697102012957,714.66,San Francisco,Electronics Store,09:24,Monday,Shopping,23,Female,Average,5183,8025.25,10,1,120.17,4,0.86,1,6,0
5887215159941344,1153.75,New York,Gas Station,23:31,Monday,Food,51,Female,Average,11299,12737.47,26,3,15.47,5,0.08,4,1,0
3863493987140440,1137.94,Las Vegas,Hotel,06:55,Thursday,Health,68,Male,Poor,4409,470.62,37,4,224.19,5,0.76,3,18,0
2401525818553066,60.47,New York,Pharmacy,18:12,Wednesday,Shopping,34,Non-binary,Good,8703,3785.38,37,1,292.67,3,0.93,0,16,1
6953260028523707,2798.91,Seattle,Restaurant,04:09,Tuesday,Travel,21,Male,Average,7313,9059.33,43,4,400.72,9,0.16,1,11,0
8279655602521123,4108.53,Boston,Gas Station,03:35,Thursday,Entertainment,60,Non-binary,Good,2522,6890.21,31,2,311.78,2,0.46,4,25,0
7196596961723561,2754.78,San Francisco,Online Retailer,19:03,Monday,Travel,68,Non-binary,Poor,18376,4288.9,45,2,26.22,4,0.64,2,21,0
6055199040694829,1407.3,San Francisco,Gas Station,19:20,Thursday,Health,75,Non-binary,Poor,17952,9674.27,16,2,62.55,0,0.53,3,19,0
5527291845802562,3775.0,Miami,Gas Station,05:22,Friday,Shopping,21,Male,Average,19547,11512.19,49,2,58.9,9,0.54,0,20,0
2640465522562173,455.97,New York,Electronics Store,17:38,Wednesday,Entertainment,69,Non-binary,Average,1089,9631.62,44,1,108.79,1,0.52,4,20,0
6830284480434924,241.08,Chicago,Online Retailer,07:56,Friday,Utilities,21,Male,Average,13032,14754.12,43,3,282.58,7,0.78,0,4,0
3222098223962866,2006.62,Denver,Clothing Store,08:50,Wednesday,Travel,38,Non-binary,Good,3327,8480.55,28,0,80.6,2,0.8,0,18,0
9798446894877663,1052.64,Houston,Pharmacy,14:01,Tuesday,Health,49,Non-binary,Average,18511,8210.08,0,2,477.94,9,0.28,4,16,0
0465626289751848,2820.98,Houston,Clothing Store,07:54,Wednesday,Food,56,Non-binary,Average,13514,22.47,7,4,122.51,1,0.96,0,22,0
2036482511451268,4355.84,Boston,Hotel,23:25,Friday,Travel,65,Non-binary,Poor,14388,3319.19,37,4,7.88,6,0.37,2,17,0
7692100034316828,545.7,Houston,Cinema,01:04,Sunday,Utilities,51,Male,Poor,13472,2374.31,37,0,236.16,0,0.12,4,11,0
0128489262805292,2037.03,Chicago,Pharmacy,05:49,Sunday,Travel,43,Male,Good,13660,10469.84,29,1,340.25,0,0.55,2,14,0
7138323988170647,869.18,Boston,Cinema,20:43,Wednesday,Shopping,54,Non-binary,Average,8176,366.34,24,3,52.09,3,0.02,0,25,0
5323849668637063,315.54,Denver,Electronics Store,21:48,Monday,Food,58,Non-binary,Good,15939,6541.59,47,4,36.6,5,0.77,3,18,0
9842454875911270,1788.3,Boston,Clothing Store,04:50,Monday,Utilities,35,Male,Poor,2278,1640.46,16,0,261.84,9,0.27,0,16,0
0688126551071819,768.58,Chicago,Cinema,18:03,Thursday,Shopping,28,Male,Poor,14456,280.75,31,2,336.11,9,0.32,1,14,0
7395635670769620,2609.82,Houston,Online Retailer,14:53,Saturday,Entertainment,46,Male,Good,6831,1442.83,19,2,345.02,0,0.84,4,9,0
5224309170805049,2712.08,Boston,Cinema,14:29,Monday,Utilities,52,Non-binary,Average,5207,7415.37,40,1,418.77,3,0.53,1,1,0
2357319009446531,4690.42,Seattle,Gas Station,16:32,Tuesday,Utilities,29,Non-binary,Average,12759,7360.98,15,2,419.45,1,0.55,2,17,0
5893988357591492,4847.23,Houston,Online Retailer,00:06,Friday,Food,67,Male,Average,2713,3507.26,38,3,234.43,2,0.23,1,8,0
7471690621207318,2384.15,Seattle,Gas Station,19:51,Thursday,Food,71,Non-binary,Good,1893,167.37,38,4,337.42,8,0.07,0,15,0
1202749548503773,2014.54,Miami,Online Retailer,18:41,Sunday,Health,64,Non-binary,Good,5335,5299.48,8,0,427.46,0,0.08,1,28,0
7719795940356269,1952.48,Miami,Restaurant,04:24,Tuesday,Travel,27,Male,Average,8464,9844.67,10,1,134.43,1,0.25,1,18,0
7994086214660269,2401.04,Denver,Supermarket,19:33,Monday,Shopping,36,Non-binary,Average,14154,7451.12,26,3,76.71,6,0.04,0,23,0
6265529345890822,821.01,Boston,Hotel,04:45,Saturday,Shopping,25,Non-binary,Poor,18975,9206.95,20,2,368.7,7,0.91,0,24,0
5156607948757175,2974.13,Seattle,Hotel,23:53,Wednesday,Health,77,Male,Average,18865,3259.02,17,4,35.28,7,0.17,0,21,0
7030168739169860,449.52,Chicago,Hotel,23:30,Sunday,Health,41,Male,Average,8945,956.88,33,2,91.97,7,0.53,2,29,0
6924040850583501,2657.51,Seattle,Pharmacy,04:55,Saturday,Entertainment,78,Male,Good,19509,1141.15,13,2,239.99,6,0.61,3,21,0
0034123722433946,3718.71,Boston,Restaurant,08:01,Monday,Health,68,Non-binary,Average,9776,5653.65,2,3,418.3,5,0.41,2,15,0
5740497262118823,3344.96,Chicago,Pharmacy,13:11,Saturday,Shopping,58,Non-binary,Poor,10865,8651.06,4,2,50.46,7,0.9,4,25,0
1409463588415035,3508.5,Miami,Electronics Store,07:10,Tuesday,Food,56,Non-binary,Average,2651,2722.82,41,0,333.71,0,0.03,0,18,0
9320693934557195,24.94,Los Angeles,Restaurant,03:13,Friday,Utilities,59,Female,Poor,16401,6779.71,37,4,8.72,0,0.73,4,0,0
4069184407753020,2938.55,Boston,Supermarket,15:48,Friday,Entertainment,69,Non-binary,Average,4833,876.71,1,4,45.48,0,0.31,4,20,0
6935107787809065,2355.59,Denver,Online Retailer,15:58,Friday,Shopping,45,Non-binary,Average,11057,3624.48,44,0,438.01,0,0.17,2,24,0
3228465525384249,4998.9,Boston,Pharmacy,17:43,Monday,Shopping,77,Female,Poor,16693,4055.0,48,0,257.31,7,0.41,3,21,0
8259851222747949,994.22,Seattle,Clothing Store,07:57,Wednesday,Health,49,Non-binary,Good,4789,5711.28,16,0,488.84,9,0.98,1,23,0
3654955674533827,1735.04,Las Vegas,Hotel,03:29,Tuesday,Health,22,Male,Poor,12487,4962.16,40,3,70.6,9,0.97,3,23,0
4309439285623663,4439.63,Las Vegas,Online Retailer,06:53,Tuesday,Health,62,Non-binary,Average,7762,5349.78,46,4,221.57,3,0.25,4,8,0
0255150459930413,4018.35,Los Angeles,Restaurant,02:32,Saturday,Shopping,28,Female,Poor,5350,5181.29,47,4,412.97,8,0.52,3,16,0
3896256960418058,4691.15,Boston,Hotel,07:36,Saturday,Utilities,42,Non-binary,Average,11510,4713.37,0,3,240.99,9,0.52,2,10,0
9922407807567221,3894.09,San Francisco,Restaurant,01:00,Thursday,Health,78,Male,Average,2412,3949.65,26,2,123.52,3,0.88,0,2,0
0382371329141502,4293.07,Boston,Hotel,23:31,Saturday,Food,63,Non-binary,Average,5264,8682.68,9,3,322.77,1,0.5,2,20,0
2603166522368163,2010.09,Los Angeles,Pharmacy,09:27,Friday,Health,47,Male,Good,19460,12132.71,0,1,294.52,5,0.78,4,16,0
5969534332321979,1069.17,Las Vegas,Gym,01:08,Thursday,Entertainment,23,Non-binary,Good,3848,6009.27,28,0,493.78,3,0.78,1,17,0
3862453270871624,2372.07,Boston,Cinema,03:48,Tuesday,Travel,63,Non-binary,Good,7985,12975.27,42,2,163.81,0,0.92,2,29,0
1368256338028149,2511.81,San Francisco,Online Retailer,10:30,Sunday,Food,43,Female,Average,4066,8063.61,20,1,376.84,0,0.93,1,7,1
1524832313172344,152.86,Houston,Cinema,14:56,Sunday,Utilities,68,Male,Good,2335,12285.01,6,1,39.35,6,0.2,1,3,0
6005756429511193,3064.23,Boston,Restaurant,14:34,Monday,Food,38,Male,Good,10918,5504.72,1,2,451.06,4,0.64,2,29,0
4102643429466015,4032.94,San Francisco,Pharmacy,09:05,Saturday,Entertainment,19,Male,Good,19872,12732.52,47,0,380.68,8,0.07,1,5,0
1105238539224646,4063.01,Seattle,Hotel,11:07,Sunday,Health,22,Male,Average,3664,8602.53,30,0,248.02,5,0.87,3,22,0
4273100066748653,3881.51,Miami,Clothing Store,05:08,Sunday,Utilities,29,Male,Good,7958,9754.85,21,3,430.91,9,0.81,4,5,0
2681319632293307,3291.95,Los Angeles,Supermarket,09:15,Saturday,Shopping,46,Male,Good,19873,8680.44,2,1,5.85,9,0.95,0,1,0
3428347673449730,2902.21,San Francisco,Cinema,12:36,Tuesday,Travel,39,Male,Average,1704,12762.6,12,4,223.27,4,0.27,0,24,0
4775368811076408,4873.2,San Francisco,Gym,21:32,Tuesday,Health,38,Female,Good,1505,4781.58,44,3,276.27,7,0.1,1,25,0
0898433607580756,4158.52,Los Angeles,Gas Station,22:18,Wednesday,Travel,21,Male,Average,8443,7690.29,14,1,186.01,3,0.87,2,17,0
0346044786696412,2054.57,San Francisco,Pharmacy,08:30,Friday,Shopping,38,Non-binary,Poor,16441,7257.57,41,0,8.62,3,0.07,0,19,0
3500469213032412,3293.33,Houston,Clothing Store,00:36,Sunday,Entertainment,42,Male,Good,5008,6146.03,36,0,192.22,0,0.77,1,18,1
4851823294742276,1460.79,Miami,Online Retailer,23:14,Saturday,Food,36,Male,Good,3983,82.89,5,1,298.55,0,0.83,2,11,0
0579863217064099,3570.1,New York,Supermarket,23:35,Monday,Entertainment,72,Female,Poor,11267,5568.84,6,1,128.41,7,0.2,0,16,0
3464244832418627,2729.97,San Francisco,Pharmacy,12:41,Friday,Travel,23,Male,Good,13861,9227.13,33,2,107.42,4,0.79,0,15,0
4485930684084478,1874.06,Seattle,Supermarket,22:32,Monday,Health,47,Non-binary,Good,6656,4790.05,43,2,488.51,0,0.53,1,1,0
4655013327315454,548.21,Chicago,Gas Station,23:00,Thursday,Health,56,Non-binary,Good,18418,14925.05,41,0,14.04,3,0.25,3,6,0
6679517194044821,2672.05,Seattle,Clothing Store,07:09,Wednesday,Shopping,79,Non-binary,Good,15757,9810.92,15,3,101.7,0,0.94,2,7,0
3320400673634784,4781.08,Chicago,Gas Station,00:33,Thursday,Food,61,Male,Average,13112,213.26,40,4,70.7,1,0.87,2,5,0
1895974533482058,4853.31,Las Vegas,Cinema,11:20,Thursday,Health,43,Female,Good,17404,3151.86,27,1,493.22,5,0.52,3,27,0
2835439004925220,4852.06,Seattle,Pharmacy,08:59,Thursday,Travel,40,Male,Poor,7613,820.72,39,0,264.59,8,0.75,0,17,0
9854255686283871,3351.46,Los Angeles,Gas Station,16:17,Thursday,Food,56,Female,Good,14217,6890.58,2,1,122.05,3,0.3,1,14,0
9492101774601513,164.96,Los Angeles,Pharmacy,19:26,Wednesday,Shopping,75,Non-binary,Poor,13401,3296.54,8,2,306.94,1,0.51,2,18,0
4223911421772975,2485.73,Las Vegas,Clothing Store,12:34,Monday,Travel,58,Male,Average,15247,4604.67,47,0,105.63,0,0.54,2,24,0
9270979743615876,1311.95,New York,Online Retailer,05:19,Monday,Health,29,Female,Poor,11018,5430.81,18,4,14.02,3,0.25,4,23,0
3957791939032856,2630.21,Seattle,Hotel,17:50,Sunday,Health,70,Female,Average,6518,10232.41,7,0,259.66,9,0.03,2,4,0
1991114798412371,2612.09,Los Angeles,Restaurant,13:53,Wednesday,Utilities,79,Male,Poor,4785,4441.45,19,3,84.63,1,0.76,1,2,0
0221430110741461,4581.4,Miami,Gas Station,06:42,Thursday,Utilities,75,Non-binary,Good,3813,6272.11,1,1,487.09,5,0.13,4,25,0
2227209853046778,2531.85,San Francisco,Online Retailer,23:17,Saturday,Travel,66,Female,Good,2557,7262.12,4,3,290.62,1,0.59,3,21,0
6844687749904051,1887.46,Seattle,Cinema,06:08,Thursday,Health,74,Non-binary,Average,16047,11187.16,29,3,114.56,8,0.8,1,23,0
4452988354775483,2328.26,San Francisco,Online Retailer,16:01,Tuesday,Travel,19,Non-binary,Poor,16043,7799.66,47,0,173.72,4,0.35,1,11,0
5543055031827771,3095.59,Miami,Gym,16:10,Monday,Travel,68,Male,Poor,3306,2960.13,10,4,14.99,3,0.01,4,14,0
9338173864210140,4570.69,Denver,Restaurant,05:17,Saturday,Shopping,24,Female,Good,17780,7363.48,13,0,212.88,9,0.79,0,6,0
2345842772667211,3146.75,Boston,Clothing Store,15:30,Wednesday,Food,61,Female,Poor,16237,587.73,18,0,124.92,3,0.63,2,24,0
5453746329778191,2898.81,Seattle,Gas Station,12:24,Saturday,Entertainment,41,Female,Poor,3872,6658.51,49,2,418.41,5,0.97,4,4,0
6478058564657925,4972.57,New York,Online Retailer,12:58,Monday,Utilities,63,Male,Good,10268,13722.51,21,3,167.42,5,0.63,1,4,0
1714053757815153,3559.85,San Francisco,Gas Station,04:28,Monday,Shopping,46,Non-binary,Poor,5142,7978.2,31,0,328.48,7,0.41,2,27,0
5796552250970703,1230.39,Miami,Online Retailer,07:34,Sunday,Entertainment,63,Male,Good,13915,11524.95,26,3,218.91,4,0.86,3,28,1
2760155841488923,2107.38,Houston,Pharmacy,00:50,Monday,Food,77,Male,Good,6769,11551.98,22,4,411.53,5,0.27,4,14,0
6288161194083242,4551.73,Miami,Hotel,02:22,Thursday,Travel,45,Female,Poor,17471,9111.31,46,4,364.56,5,0.86,0,10,0
8861250949881321,392.53,Seattle,Restaurant,03:00,Friday,Food,71,Male,Poor,17026,936.74,35,0,181.34,6,0.64,2,17,0
9664411026897384,4942.39,Seattle,Hotel,01:39,Thursday,Entertainment,33,Female,Poor,14813,4133.11,45,0,472.39,4,0.09,3,26,0
8959262617455869,3526.86,Las Vegas,Clothing Store,07:42,Saturday,Utilities,28,Female,Average,3542,12586.15,18,2,445.58,3,0.38,4,23,0
6438969493642592,1139.91,San Francisco,Electronics Store,09:45,Friday,Health,77,Female,Poor,2389,13027.75,32,0,66.82,9,0.75,2,1,0
0045285723084387,1025.98,Miami,Supermarket,12:55,Monday,Entertainment,75,Non-binary,Average,17957,10914.69,31,4,30.94,4,0.26,3,16,0
7010090146157552,351.0,San Francisco,Gym,21:09,Monday,Shopping,49,Female,Average,10607,2559.24,17,3,9.61,2,0.54,2,5,0
9846126855824583,3487.92,San Francisco,Pharmacy,01:36,Wednesday,Health,53,Male,Poor,17029,5810.71,18,3,97.61,4,0.18,3,27,0
0814087945197640,793.86,New York,Pharmacy,09:23,Wednesday,Travel,35,Non-binary,Average,9720,6353.55,33,0,102.38,2,0.66,4,2,0
7317220939839649,628.34,New York,Hotel,04:16,Saturday,Travel,32,Female,Average,14533,7614.47,12,0,331.1,3,0.51,3,4,0
2171317633965790,1351.36,New York,Pharmacy,05:56,Wednesday,Entertainment,39,Male,Poor,10552,744.03,2,2,134.82,8,0.7,4,9,0
4034695761275285,3621.04,Chicago,Gas Station,10:35,Sunday,Travel,74,Non-binary,Good,6583,13983.92,35,4,163.08,2,0.32,3,11,0
9078268423994647,407.74,Los Angeles,Supermarket,10:21,Wednesday,Food,63,Female,Good,1942,8720.76,45,1,14.57,7,0.63,2,4,0
7987713663875394,1372.99,Houston,Gas Station,23:15,Saturday,Travel,19,Non-binary,Good,8302,9196.38,17,4,390.99,7,0.97,3,24,0
